ID,POP,EMP,AREA_KM,EMP_DENS,X,Y
467,2834,1095,1.211582,903.777045,964651.7963,517210.7993
468,1692,328,0.733573,447.126598,963600.1975,515855.6308
469,1832,3652,0.850911,4291.870713,959004.2953,509169.2058
470,10939,4528,51.323223,88.225169,913537.0302,593231.9563
471,14671,21423,133.717359,160.211061,919119.5735,554471.9454
472,6358,70625,18.139513,3893.434184,678923.5737,453745.2865
473,3507,1056,1.316223,802.29566,973946.9533,438047.9831
474,3348,868,1.312666,661.249701,961594.717,509168.4616
475,2059,398,1.692977,235.088841,961620.3839,507713.6738
476,4778,8032,2.945737,2726.652108,978670.3235,416546.2622
477,1372,375,0.317883,1179.679316,954560.7773,513039.8997
478,3543,753,68.063077,11.063267,1001343.553,424662.1035
479,6445,6747,5.605886,1203.556405,985069.8763,399685.393
480,2451,630,0.790223,797.24331,960154.334,510206.7694
481,7572,11157,277.450888,40.212522,797365.3421,479707.7506
482,1118,1087,1.113719,976.009209,961442.336,518265.8039
483,2976,1455,1.532285,949.562255,972010.8498,446754.295
484,6086,3716,2.378072,1562.610384,965521.8911,506015.0335
485,1180,5972,0.43606,13695.36302,960098.9412,517556.9492
486,4489,3809,94.083301,40.485399,881474.1039,560476.564
487,4289,2038,26.703984,76.3182,832104.6677,504152.0623
488,3708,2081,1.795822,1158.800817,950624.0057,503350.3813
489,3467,172,0.708791,242.666738,967280.908,512828.2613
490,3254,252,1.229061,205.034575,954482.2322,507728.6747
491,6737,6606,73.686478,89.650098,981912.7721,555797.0786
492,2252,1510,1.401863,1077.138066,963315.7137,507768.7935
493,2298,2167,1.107887,1955.975655,964868.6714,507661.8153
494,1378,334,1.060144,315.05154,964069.6,506329.0757
495,767,28418,19.576957,1451.604557,979740.6913,527392.864
496,1260,282,0.444761,634.048399,973253.09,522296.7562
497,615,47,0.146863,320.026147,970768.7348,522755.9852
498,1167,100,0.249498,400.804816,953317.399,513011.0109
499,3871,1446,1.097939,1317.013058,968350.4894,508670.5085
500,2688,6367,1.404541,4533.153536,967843.2902,475734.8866
501,3530,486,1.168379,415.960917,966572.4557,512292.8069
502,4462,11179,8.292209,1348.132928,972288.5072,496620.1414
503,2592,3054,2.487289,1227.842844,978232.1145,491532.3792
504,5214,1085,56.121334,19.333111,982188.832,480309.8991
505,2869,197,45.060047,4.371944,977727.8665,472629.9425
506,4201,12480,3.153955,3956.936608,967896.8287,495372.8887
507,2436,305,1.141482,267.196504,965321.9724,495279.1864
508,1184,495,85.300634,5.803005,956071.5008,480591.6678
509,2030,1987,41.518274,47.858444,960725.1335,487138.2434
510,4805,8869,4.814995,1841.954145,970575.336,478009.9985
511,2947,391,153.325086,2.550137,972652.0338,461655.5902
512,4043,1993,100.197641,19.890688,964434.0416,465043.9824
513,1626,299,37.905691,7.887998,961444.2065,458681.0601
514,6237,2184,29.223177,74.735201,972397.4393,485389.0296
515,3453,1826,5.236363,348.71532,978243.8581,489058.6667
516,2135,13566,5.612091,2417.280832,970750.2315,494952.6903
517,4059,597,2.500769,238.726568,959601.5014,495547.3852
518,5377,507,3.237595,156.597721,959242.5169,493972.5499
519,8082,691,5.756687,120.034318,964246.0172,491906.9455
520,3139,103,1.187225,86.756933,964275.0097,495275.1758
521,2125,614,1.353904,453.50335,961149.2233,495122.4709
522,3099,1665,3.186519,522.513752,963094.1919,496026.0796
523,5970,2105,34.278469,61.40881,964547.417,478099.6845
524,3948,346,3.77745,91.596183,974890.4541,490414.6573
525,2699,847,2.978638,284.358153,976303.8883,491149.226
526,5436,558,18.237267,30.59669,980619.4112,485809.4673
527,2741,2628,2.550888,1030.229473,966534.7622,496514.837
528,3830,228,5.337702,42.715011,974598.4062,476768.7712
529,4697,3919,30.770659,127.361588,982018.1385,494863.1162
530,295,112,124.744723,0.897834,942989.743,464658.7297
531,7059,1929,2.795772,689.970427,962893.828,493881.6095
532,5179,663,13.647387,48.580728,950403.9631,484499.8387
533,3606,563,2.108091,267.06627,966411.8692,494794.2793
534,4724,685,3.012523,227.384156,965669.2294,493469.3305
535,2796,282,16.063939,17.554848,952244.2851,491169.5945
536,2742,12162,10.031985,1212.322387,955282.0148,495548.5211
537,1982,6929,13.181749,525.651035,967300.9163,490588.4809
538,3531,4886,3.927235,1244.132322,970643.7842,475438.6361
539,6663,446,6.61178,67.45536,965738.0094,479982.7049
540,5096,254,4.64073,54.732768,980021.9688,490474.2332
541,6073,819,4.342579,188.597605,973686.0693,493120.4236
542,3185,381,1.736197,219.445144,974424.035,494726.1284
543,2954,5452,4.157736,1311.290568,977330.5421,493409.371
544,1700,336,117.540614,2.858586,982691.7633,460842.047
545,3395,497,26.598083,18.685557,974370.915,481088.2696
546,1382,812,19.51966,41.599085,970956.9187,490537.1524
547,2799,3409,4.966238,686.435084,967584.4813,481749.8812
548,4612,1472,3.392918,433.84485,976013.4962,494278.0115
549,4132,569,1.92723,295.242395,956966.7149,494097.234
550,6605,498,3.1423,158.48264,955446.3502,494719.6425
551,4944,414,2.279547,181.615031,955635.7842,493243.7049
552,6032,1589,10.43291,152.306499,966102.6179,484612.483
553,4920,430,2.847071,151.032412,961232.5591,493577.0948
554,4835,537,1.900864,282.503114,961530.3886,492105.5492
555,3233,1373,12.207207,112.474541,971485.6646,472900.6452
556,3366,202,1.264806,159.708287,958003.3352,493599.7982
557,5781,477,32.282781,14.775679,984094.2131,489174.3918
558,2437,1234,1.889623,653.040315,959645.525,496787.3297
559,2658,2992,1.447971,2066.339726,964738.4987,496796.476
560,4898,316,5.786658,54.608377,965215.2164,487948.2813
561,4294,836,2.340164,357.23992,961703.9418,496341.5805
562,1083,1698,0.661179,2568.139641,957634.8288,495010.2712
563,8167,7712,12.633611,610.435132,832422.588,512251.4653
564,6852,4333,177.969186,24.346911,805397.6428,509423.3403
565,5560,1840,7.431311,247.600995,884446.1331,532654.3391
566,719,57,402.118202,0.141749,1011862.407,469561.1122
567,2369,1392,144.113298,9.659067,993390.5553,469347.2611
568,2850,519,120.427255,4.309656,997491.636,479845.243
569,1515,508,178.334418,2.848581,999371.9254,460114.8847
570,5059,744,151.505553,4.910711,997042.5977,491767.9106
571,2692,392,39.786906,9.852488,988905.2161,480125.5215
572,366,272,402.642003,0.675538,1043966.969,468664.9217
573,7593,2481,32.774351,75.699439,974239.5857,442800.2929
574,5778,845,11.803485,71.589026,971514.7043,408247.657
575,4106,3374,4.757405,709.210168,980843.2344,418836.4502
576,2261,8076,3.432663,2352.692356,975704.2573,427698.3557
577,4722,3360,6.068137,553.711955,977409.7863,421047.4681
578,9709,4311,1743.282169,2.472922,1006766.611,624819.7259
579,4865,436,1.98233,219.943198,980684.3842,426169.5664
580,725,4909,26.985523,181.912354,984110.6993,412019.0394
581,3538,1874,4.748116,394.682859,974808.2453,425386.5999
582,2853,306,5.899175,51.87166,968297.929,425858.3511
583,3531,423,1.914296,220.968962,979543.624,428283.22
584,4251,11245,3.51449,3199.610754,976415.0836,429153.949
585,2696,2780,2.829891,982.369992,975633.9571,413547.9058
586,2941,4118,7.721784,533.296451,978500.5331,408814.5875
587,2952,820,2.006539,408.663873,974574.5716,410419.9392
588,2506,1135,1.290465,879.527922,978421.4006,412620.7043
589,7018,2204,5.447218,404.610207,978689.183,431023.6834
590,3550,2105,3.463761,607.720914,970653.1886,414359.8511
591,5364,2397,1712.982609,1.399314,636378.9247,420399.9404
592,6305,8802,28.339122,310.595367,970416.3884,574151.1794
593,6011,3402,10.291597,330.560942,956441.5542,542149.294
594,4302,4205,7.951676,528.819333,971634.0293,428016.385
595,3738,1697,2.509779,676.155152,971551.2321,426136.5158
596,1881,969,1.480587,654.470153,974838.7374,422187.4897
597,12097,13434,725.538635,18.515899,890139.4449,460233.4283
598,3696,733,288.559381,2.540205,1009366.5,440306.2788
599,4464,2767,41.349831,66.916839,987672.4209,431162.3174
600,1883,987,1.294076,762.706363,980799.3385,414081.0688
601,3640,3077,2.768165,1111.566688,981177.1779,427386.3876
602,4644,7164,6.258456,1144.691278,971279.6471,424469.7201
603,2521,3621,2.63387,1374.783114,969371.5837,424404.9986
604,2601,4194,2.27829,1840.854325,972293.3045,413809.7211
605,4698,10122,5.020268,2016.227022,962820.0603,483163.1498
606,2649,697,1.427798,488.164292,978102.2039,427509.0035
607,2555,490,45.217645,10.836478,987590.0231,438038.9459
608,3148,6089,3.713814,1639.554377,975362.2552,410331.6169
609,4178,470,3.361524,139.817535,979719.941,424693.9604
610,2442,1659,1.76144,941.843038,977726.7941,395696.3473
611,4000,11751,13.766913,853.568262,670568.7414,454635.4045
612,4527,1760,3.768365,467.046053,983396.3314,426465.7869
613,2381,293,1.080703,271.119817,977487.2677,414539.2069
614,3888,2986,3.689679,809.284493,975737.4665,423409.6197
615,1243,3439,0.900935,3817.145521,976295.5605,407234.701
616,3426,7246,3.18406,2275.710885,976520.9296,430974.9669
617,9952,4656,805.542884,5.779953,1002373.445,569284.7362
618,12187,19840,1218.972038,16.276009,872634.4456,441663.8883
619,2434,1083,1.385524,781.653728,978582.5573,428837.786
620,3445,3646,7.794925,467.740228,971433.9548,410759.4724
621,1145,899,0.63521,1415.279986,978463.6364,414628.5319
622,2904,778,2.758429,282.044599,981379.4292,424258.4061
623,3616,489,1.884359,259.504691,981280.0175,422606.0608
624,7942,4561,25.490629,178.9285,963752.5654,573351.6495
625,2696,785,1.02406,766.556647,978756.6676,423604.1741
626,1975,5004,1.429516,3500.485479,974046.5179,412903.8286
627,3377,1694,1.693862,1000.081471,976576.9529,425996.8698
628,3089,3035,1.64525,1844.704452,977436.6942,424553.2935
629,12162,15769,423.380143,37.245488,1059803.132,399275.1645
630,3921,504,1.540961,327.068628,978286.5128,425769.6792
631,1430,169,0.398126,424.48873,978234.3492,426445.9112
632,3116,443,0.878138,504.476517,974582.8947,409258.3485
633,2144,201,103.299863,1.945792,967289.2322,398557.1538
634,3780,6866,64.614724,106.26061,979989.8784,573709.9345
635,4999,2177,3.022679,720.222028,983680.3515,422757.3633
636,3688,914,3.793676,240.927269,985038.4271,418684.0497
637,3084,4208,3.97024,1059.885548,982793.1999,418141.0024
638,5191,956,2.103233,454.538323,983049.8052,423967.1772
639,3117,1832,3.228263,567.487841,983143.0467,401757.9071
640,1358,303,1.490381,203.303719,968759.6734,419370.219
641,4234,537,3.156974,170.099595,984738.0252,425722.5239
642,4985,2976,3.794157,784.363958,983713.5825,421128.5776
643,2076,1835,1.174272,1562.670318,979874.5749,408244.7709
644,1062,294,3.191889,92.108466,974729.4343,404646.1291
645,2138,186,0.971319,191.492187,980926.074,407727.6664
646,1719,2333,3.414997,683.163118,976602.4672,406035.6884
647,2417,759,1.06511,712.602454,979548.5647,414485.015
648,4070,2154,9.963043,216.199007,965083.2426,418116.169
649,2372,642,1.182287,543.015359,983670.691,419326.1095
650,1981,446,21.617607,20.631331,987501.7615,392773.7438
651,1158,459,1.018159,450.813674,983520.4159,403958.6724
652,2553,888,9.101141,97.570184,983142.0024,408083.1391
653,1879,899,0.87041,1032.84659,981504.9415,421223.0588
654,698,492,5.421505,90.749709,970502.6187,432565.3057
655,2448,789,7.377434,106.947754,971712.4233,432784.9249
656,2140,581,57.318847,10.136282,960198.5268,424846.9046
657,1922,197,2.942371,66.952808,982930.7136,406067.5248
658,3976,167,6.55866,25.462518,986935.4241,402455.55
659,315,275,0.073868,3722.856988,979021.3458,410829.5062
660,486,2522,0.689271,3658.938212,937353.9095,372435.2368
661,2737,1419,14.973903,94.764872,936955.8798,377062.5051
662,2350,1620,19.700468,82.231549,942159.86,375705.9896
663,961,908,3.595842,252.513876,940691.4988,372002.801
664,1107,373,187.924106,1.984844,931986.6074,364977.2665
665,1350,463,6.337265,73.059908,941314.6583,369616.6922
666,1016,591,2.1083,280.320637,937602.2771,371062.9343
667,1181,312,932.601038,0.334548,899757.8664,370493.6339
668,1523,499,155.219359,3.214805,953610.4509,382223.9601
669,1193,1038,22.307225,46.532009,950341.2546,368882.0982
670,1081,258,196.459219,1.31325,953019.7188,357979.7784
671,4883,1056,259.252232,4.073253,740334.0205,500581.5042
672,2827,1055,68.139767,15.482882,730164.4073,489723.0144
673,4292,4748,372.08441,12.760545,717710.6479,504721.1663
674,2567,1503,143.230664,10.493563,758698.4356,485866.3869
675,4375,2663,81.361387,32.730514,769548.9424,485044.5085
676,3549,990,50.752837,19.506299,768802.515,479425.9254
677,2975,1794,899.65109,1.994106,650306.4874,492460.9654
678,2908,643,78.021343,8.241335,723945.3246,502494.1341
679,2898,2008,78.959162,25.430868,755691.0654,503783.1211
680,2908,1276,7.670066,166.36102,756896.0411,494696.691
681,2915,6724,7.508717,895.492532,758653.6254,494477.7674
682,3341,4799,128.871572,37.238624,916405.6192,530000.7149
683,291,439,399.806161,1.098032,766132.0286,407313.2011
684,2554,3914,4.66993,838.128195,790307.6549,385112.4537
685,3465,3193,215.410048,14.822893,793043.6585,417185.1069
686,2139,612,523.476923,1.169106,796993.512,394616.9196
687,316,222,150.656343,1.473552,759925.0406,314548.7919
688,889,665,762.245879,0.872422,970490.9942,288302.8617
689,417,552,501.548089,1.100592,830446.6252,623215.5696
690,4623,590,1.881648,313.554926,950928.8607,528816.9182
691,1490,1206,0.86356,1396.544537,952240.574,528679.9186
692,4123,9978,2.782672,3585.762174,949078.9283,515792.0506
693,4637,226,2.430742,92.975725,947099.3045,501120.1674
694,3082,2179,2.720643,800.913608,950923.0411,502871.9856
695,1311,757,0.947084,799.295522,948679.9899,501694.2978
696,2637,295,1.273436,231.656715,948576.8955,500659.9832
697,3185,3927,1.829578,2146.396601,948587.4462,502773.0314
698,2085,298,1.24239,239.860269,946914.9182,512572.1358
699,2856,1424,3.677306,387.240007,945305.5849,500932.5905
700,4691,2982,3.347076,890.926887,950979.4652,531737.2124
701,3675,3041,3.357558,905.717787,947337.7606,520866.4315
702,2522,674,0.786554,856.902387,947414.422,523835.4279
703,3704,1023,1.587648,644.349377,949508.1936,528858.2895
704,3634,427,2.075019,205.781248,948139.4962,532734.2021
705,3626,4033,3.018732,1335.991403,948070.9954,521896.552
706,2832,1425,2.705847,526.637315,943787.4994,523895.7131
707,1371,686,0.85444,802.865034,945804.143,525344.0256
708,3152,17785,5.671974,3135.592653,942258.7486,516584.3498
709,3298,7705,23.797711,323.770635,944331.4765,532376.907
710,3115,552,4.526476,121.949172,944584.8558,527065.5748
711,2862,3357,6.528309,514.221983,943619.3204,521973.693
712,3180,329,5.256073,62.59426,942413.0439,508975.7885
713,2845,350,3.590683,97.474492,948299.8782,506156.0249
714,1637,3880,2.045372,1896.965442,951655.5861,522611.7576
715,4486,1179,4.6057,255.987146,946310.5355,509135.4213
716,3136,1801,1.407862,1279.244699,951539.7797,514539.2326
717,4548,2669,2.727352,978.604889,951494.8846,515853.6586
718,1841,6773,3.741543,1810.215732,951907.3194,532726.5183
719,3657,951,3.770113,252.247081,941663.2104,525367.5786
720,1506,278,2.118019,131.254724,943816.5775,504435.6003
721,2010,632,37.365961,16.91379,936396.6077,504546.4942
722,2829,438,19.614059,22.330921,931742.9057,502312.5007
723,4321,2072,23.201307,89.305314,929545.6747,508999.1035
724,2192,551,49.250361,11.187735,931263.495,514705.7803
725,2325,1305,31.507254,41.419033,925392.4935,509086.5895
726,2873,853,4.605566,185.210678,927479.8729,508389.6713
727,3040,526,29.765575,17.671421,925762.5638,502336.3009
728,4753,2596,218.254247,11.894385,929558.4905,525598.0304
729,3708,1445,18.185693,79.458066,934230.5161,510466.8504
730,3910,4770,6.829763,698.413693,939382.9969,514256.1344
731,5802,2006,15.574301,128.801928,939173.6987,521752.1996
732,1727,3330,3.247117,1025.525104,940610.3261,518266.3331
733,2630,2274,5.284106,430.347158,941602.1177,522487.4695
734,3479,8020,3.456074,2320.552164,939241.2839,516530.5049
735,3550,1826,2.721481,670.958203,949007.352,517363.1524
736,3456,3762,3.257436,1154.896059,949118.3027,512548.1087
737,2462,1230,1.251776,982.603916,949570.678,510864.7498
738,2615,980,2.047101,478.725769,948918.7827,509565.3006
739,3200,2585,2.809929,919.95207,949032.2613,514060.3472
740,2970,524,1.259526,416.029522,951929.5806,527067.3509
741,1582,824,1.256448,655.817033,943619.8748,525294.3542
742,2680,305,1.657697,183.990198,944913.8772,510508.9683
743,828,5855,1.66497,3516.579878,946994.7632,515747.0501
744,2510,287,1.804021,159.089057,948771.3642,499475.4311
745,3710,443,1.786457,247.976861,950376.6336,499699.6968
746,2491,341,1.527319,223.267045,949580.6593,498089.737
747,3105,782,1.931079,404.95495,950654.74,497788.1748
748,5004,949,3.543138,267.84167,946484.3354,499450.9104
749,4506,5221,6.536369,798.761514,946634.3984,497617.8775
750,3237,124,1.254649,98.832422,946736.2737,532535.2299
751,1506,139,1.298943,107.010084,947144.9966,527072.4109
752,2908,1533,2.549486,601.297673,949147.4406,527158.9878
753,2910,1254,1.449482,865.136649,950908.6824,524346.9933
754,2471,1748,1.765107,990.308236,952068.2346,524270.6009
755,2064,1392,0.88911,1565.610554,949438.666,523857.074
756,2459,4134,1.289715,3205.359324,950342.7458,522480.7545
757,2175,396,1.028115,385.17092,946921.7585,511222.6034
758,2531,184,1.315282,139.893954,947971.3012,510791.2474
759,3338,1110,1.995785,556.172133,951761.3221,512403.51
760,2709,679,1.131598,600.036409,951322.8037,511354.1422
761,1855,121,1.992716,60.721146,951488.0444,509420.1988
762,3694,424,1.395052,303.931323,952024.8034,534911.394
763,2475,1042,1.288839,808.47957,944755.3988,525381.8227
764,2500,741,1.410565,525.321414,950876.6254,519052.1427
765,2714,2166,1.694603,1278.175478,951448.8872,520212.4169
766,2675,2015,1.342267,1501.191641,951427.291,513716.6023
767,1849,3522,4.234513,831.736731,943334.8289,518705.1491
768,3828,415,6.188165,67.063499,945453.5779,507418.9811
769,1755,1222,1.553565,786.577967,951458.837,521019.1994
770,2866,327,0.915391,357.224399,952102.1798,519014.64
771,879,344,0.515651,667.117876,948098.2141,524213.1523
772,2079,569,0.808492,703.779382,952036.8857,517772.0647
773,1585,1251,0.599008,2088.452909,952220.4325,516931.805
774,1706,847,1.935433,437.628169,950351.4753,501310.1694
775,2484,932,1.931408,482.549518,951884.7655,499726.424
776,2259,1073,1.423472,753.790731,951779.9666,498106.1746
777,2106,62,0.795908,77.898451,948595.4958,497823.7704
778,3058,3796,1.979168,1917.977655,946473.971,516916.1541
779,2725,3947,2.599695,1518.255026,944822.3338,515645.3823
780,3449,1759,3.351409,524.853875,946400.8083,519716.5906
781,1722,801,1.396466,573.590764,946208.9343,518549.8843
782,4406,1332,2.806945,474.537264,948823.2108,496559.8895
783,1581,534,1.066306,500.794331,946420.1727,517801.3762
784,4443,1512,3.702484,408.374486,942694.7207,513219.3921
785,1956,697,1.32729,525.130152,943567.8593,514013.6373
786,3200,2301,2.734791,841.380566,947107.0196,522766.9377
787,2129,552,19.874094,27.774851,939769.9692,527911.7446
788,3456,566,1.984727,285.17776,946936.5427,525626.16
789,3430,261,1.46582,178.057333,945588.9786,504335.5769
790,2602,151,1.061609,142.236925,948585.2477,507613.7474
791,1648,282,0.857645,328.807374,949539.0988,508869.3503
792,3605,1652,1.439996,1147.225409,949791.5146,507557.1892
793,2162,211,1.769581,119.237266,948743.8526,525585.3664
794,1530,6874,1.110408,6190.517359,945403.3905,513781.958
795,1185,82,0.796571,102.941232,944283.7517,509545.079
796,1081,4467,1.257402,3552.563142,944263.1394,516849.7038
797,2170,855,1.257586,679.873981,949899.2556,525218.0841
798,3548,686,1.948444,352.07581,947389.9341,504484.5072
799,2410,162,1.369964,118.251283,948514.6875,528516.7758
800,3198,4641,4.815321,963.798675,949200.3318,519347.6494
801,4257,402,2.619758,153.449288,946236.901,528595.5226
802,2421,249,1.878764,132.533943,951927.1197,501302.8784
803,3116,583,2.298316,253.663987,947109.6641,502906.0091
804,2770,2348,1.122737,2091.317913,945149.8009,512819.7328
805,4478,3013,0.87978,3424.719816,950711.9606,512729.9308
806,3801,3699,0.994541,3719.303679,945173.3778,514514.6201
807,3777,847,3.951796,214.332926,944826.7405,502777.177
808,2890,470,36.600537,12.841342,927036.8571,496844.2106
809,3290,2183,1.204646,1812.150624,950890.4529,517172.4137
810,1622,542,0.908496,596.590409,951451.2782,510446.2029
811,3241,956,2.829483,337.870911,949162.2057,530779.9917
812,3182,1098,1.782156,616.107681,951066.0882,526481.6072
813,1389,851,0.888552,957.737983,945966.1208,524113.5242
814,2279,648,51.62008,12.553254,937003.5678,493385.988
815,2108,700,24.553229,28.509489,933629.3866,497280.6807
816,2515,547,35.250817,15.517371,926607.5384,490786.2885
817,2721,743,1.447696,513.229297,945485.2461,511802.8548
818,1981,4477,2.43437,1839.079515,950905.9888,506525.738
819,1729,3271,1.4729,2220.78892,951251.9348,529866.8912
820,5119,2180,27.681114,78.754056,941873.4795,497330.4395
821,3160,6424,128.922203,49.8285,942833.823,487836.8572
822,2798,447,242.660196,1.842082,929422.5228,475085.2302
823,3122,323,19.724928,16.375218,940764.6647,501502.5233
824,1658,397,0.733036,541.583224,949369.0378,529690.5571
825,1210,391,1.168553,334.601854,947937.0812,531419.9442
826,1128,199,0.718712,276.884204,948492.6025,505645.7971
827,2460,1968,144.139848,13.653407,1193012.093,478320.6834
828,288,379,115.68083,3.276256,1163814.78,470713.1868
829,219,393,140.380348,2.799537,1134122.305,482509.1317
830,774,273,402.808991,0.677741,835884.1311,458674.6868
831,3914,3009,174.76715,17.217194,1045736.658,473567.5225
832,4609,1641,7.119181,230.504043,705855.6541,247649.9805
833,4148,2440,127.073375,19.201505,709677.0537,248971.8175
834,2448,988,363.014841,2.721652,709411.732,269345.7692
835,3024,13127,15.347375,855.325422,702055.4533,244346.0774
836,3264,605,719.362022,0.841023,692097.4354,257857.2509
837,2235,814,2.402993,338.744224,703120.6158,246800.2504
838,2563,1356,2.81618,481.503313,703603.9794,248395.5282
839,5865,1459,495.897273,2.942142,728992.1478,255911.5271
840,2502,2391,188.430806,12.689008,728460.3834,230060.1205
841,345,211,115.458617,1.827495,917857.2961,639936.6554
842,3278,1294,2.368153,546.417398,949296.1147,594257.9537
843,5429,1240,4.832956,256.571754,953140.9018,560055.9626
844,6187,1882,71.705898,26.246098,944845.5784,575101.8655
845,7785,2192,47.779549,45.877369,944291.626,597740.0996
846,9647,18751,88.232453,212.518176,956603.3075,591471.8109
847,3296,523,12.392044,42.204498,949444.3136,579062.3103
848,5273,5690,6.211901,915.98369,952459.9924,589594.4046
849,3802,1065,9.863099,107.978233,957956.5314,558124.0065
850,3185,1670,38.061183,43.876723,949403.3002,571725.348
851,4503,809,3.992055,202.652519,947834.2195,593577.7611
852,3022,505,24.953431,20.237698,940972.4148,592797.2602
853,6780,3058,6.187789,494.19914,830263.1439,531084.636
854,3269,557,5.285244,105.387755,953797.5904,612654.6331
855,1736,1131,1.516149,745.968899,952581.861,604339.9653
856,2339,2221,2.393307,928.00464,952362.4934,602142.382
857,3607,3805,2.46367,1544.443858,954018.837,604266.253
858,2376,884,1.903202,464.480386,950031.4509,591867.4005
859,5849,6492,9.706927,668.800744,952163.7124,560715.2846
860,3397,829,1.761793,470.543361,947853.0251,607611.1504
861,1889,864,2.943133,293.564715,949381.4024,613393.8808
862,2071,384,280.551485,1.368733,925177.7928,588471.1501
863,1620,461,269.517568,1.710464,947871.4315,639968.6529
864,2188,176,2.714794,64.829965,951616.5739,599572.1923
865,5253,2496,4.313697,578.622003,820666.9268,528237.6314
866,5188,4147,6.17246,671.855306,950763.2445,601838.0421
867,1665,116,0.509526,227.662573,946392.7225,609557.9237
868,1002,7696,7.371331,1044.044827,953691.9452,610742.8974
869,1470,344,0.755107,455.564576,946246.2543,608804.8146
870,3646,1887,2.537364,743.685179,954033.1353,605899.1716
871,2946,1530,2.185874,699.948853,954249.1491,602780.412
872,1891,970,5.779956,167.821347,948485.9964,601932.261
873,3556,563,1.565332,359.668109,949304.3696,604408.1232
874,4056,620,11.952963,51.869984,955286.612,599482.2943
875,3092,581,1.322235,439.407518,949299.9402,605963.4899
876,3242,2024,2.079666,973.233202,950973.1721,607578.356
877,2731,599,1.833053,326.77724,953120.5867,601612.9447
878,2746,6308,2.52643,2496.80379,950876.3615,604343.4586
879,5124,1740,4.182216,416.047378,971827.1614,594659.0519
880,2906,199,1.866015,106.644373,947862.8805,604361.1548
881,6539,4154,3.033661,1369.302635,959469.6985,601152.424
882,2483,237,2.740517,86.480033,946064.7576,605943.3693
883,817,1159,0.637725,1817.397781,951538.1406,609240.5879
884,1472,607,0.67789,895.425512,947885.5915,608879.3387
885,928,5512,0.850159,6483.493088,952397.265,608896.4246
886,806,2973,4.342038,684.701516,954379.0393,609289.3648
887,2571,8092,6.255695,1293.541325,955211.5172,605479.3781
888,2908,765,16.416679,46.59895,952759.3443,615847.1512
889,1222,2089,2.189898,953.925708,950983.3713,612462.7024
890,3818,374,1.844147,202.80379,947817.3681,606075.5228
891,1813,3064,1.700616,1801.70009,949267.4095,607507.1365
892,438,661,409.994692,1.612216,1076150.731,432700.1304
893,3649,3000,460.12927,6.519907,696396.1725,380590.109
894,1093,2003,2.818631,710.62867,1109411.766,617648.8162
895,7142,4293,201.021029,21.355975,1116035.727,610169.0654
896,358,345,136.207612,2.532898,1095515.368,614976.7835
897,4471,7993,19.133476,417.749498,942573.5988,518616.2071
898,202,298,96.477765,3.088795,1112063.751,647652.5754
899,1718,417,21.742351,19.179159,680373.0911,439676.969
900,2497,2316,1.528191,1515.517367,652052.6985,447596.0087
901,2856,580,2.94823,196.728206,657729.2497,448840.8252
902,3053,966,2.89683,333.467963,659664.3948,448066.1851
903,4325,2507,188.225488,13.319131,629360.3864,463197.3703
904,2477,1061,2.324374,456.466989,651854.9227,449613.6414
905,6221,2406,8.866072,271.371584,635791.9433,456569.0826
906,1969,779,1.304461,597.181518,651711.3089,448525.9237
907,4520,426,15.963355,26.68612,749403.5841,490333.2755
908,4530,2738,6.912115,396.116095,649211.5721,450315.2023
909,343,350,1344.316239,0.260355,784995.0004,291112.3535
910,1283,210,369.256436,0.56871,620127.4345,269485.5366
911,3064,3465,23.865156,145.190754,641618.6247,258905.9909
912,1445,2334,3.843095,607.323004,641186.4497,254560.784
913,1752,586,150.806321,3.885779,655363.3935,271744.2406
914,1897,600,290.809023,2.06321,666294.0946,254538.5472
915,331,954,3.231957,295.177194,628301.6398,246225.1156
916,1504,1814,273.445467,6.633864,723456.0646,369948.4608
917,2330,337,8.54164,39.453782,705704.7664,376532.3078
918,2923,525,235.663694,2.227751,699066.7945,372645.1976
919,2417,768,148.702326,5.16468,706966.3598,392042.4173
920,1405,249,71.97034,3.459759,693671.0543,392497.4414
921,1861,709,62.031024,11.429765,712113.7842,383281.9521
922,1623,174,3.087105,56.363486,710394.8709,377560.4339
923,389,607,17.497051,34.69156,1072131.894,335257.9276
924,1111,722,222.58107,3.243762,704810.116,331113.2699
925,1111,2223,112.689991,19.726685,1162472.12,589028.4126
926,669,2135,0.998759,2137.652827,1086397.94,323173.5891
927,156,253,306.95589,0.824223,1069431.634,295814.1449
928,191,356,6.073953,58.610924,1042294.465,337081.0862
929,437,818,80.934045,10.106995,1088440.712,331478.1349
930,3187,2899,513.993431,5.64015,864624.8369,424738.0119
931,231,479,23.312641,20.546793,1164554.461,623004.5884
932,1715,1287,527.285817,2.440801,969306.3409,341255.7821
933,236,247,0.13945,1771.244174,990758.0344,350943.4313
934,3110,2558,123.595186,20.696599,985884.4477,368924.1693
935,1649,551,307.014375,1.794704,977468.2615,322227.6393
936,2822,4859,15.822916,307.086254,990540.8166,361707.6444
937,637,70,9.961956,7.026733,981331.9468,354860.1286
938,2421,222,13.124765,16.914589,1001301.773,351356.2806
939,1705,189,2.789784,67.74718,979304.9815,359775.6383
940,959,226,1.101131,205.243518,979194.0093,357836.7479
941,1338,244,205.491516,1.187397,1018887.868,328114.613
