ID,NAME,EMP,AREA_KM,EMP_DENS,X,Y
206041124,Parkville,28210,4.048255,6968.434548,319621.6485,5815830.011
206041125,South Yarra - West,16132,1.502762,10734.90013,322418.3162,5810079.388
206041118,Docklands,57550,2.443313,23554.08414,318970.5465,5812389.494
206041119,East Melbourne,19909,2.899525,6866.297066,322330.8993,5812552.411
206041120,Flemington Racecourse,1467,1.7096,858.095461,316193.4789,5815653.928
206041121,Kensington (Vic.),4334,2.146178,2019.403796,317485.3611,5814980.293
206051130,Port Melbourne,4569,2.789349,1638.016612,318295.0294,5810142.004
206051131,Port Melbourne Industrial,22784,6.867833,3317.494761,316698.2283,5810889.603
206051132,South Melbourne,26019,2.495559,10426.12096,320230.2361,5810704.719
206051133,St Kilda,14832,3.901391,3801.720976,322323.2723,5807528.642
206041126,Southbank,38774,3.074826,12610.14444,321120.5946,5811505.108
206041127,West Melbourne,4023,6.200663,648.801588,317081.9331,5813218.215
206051128,Albert Park,16520,4.673475,3534.842917,320865.2906,5809358.4
206051129,Elwood,2269,2.552203,889.035864,322841.2169,5805483.812
206061138,Toorak,4638,4.322284,1073.043789,325570.0396,5809906.435
206071139,Abbotsford,9866,1.738068,5676.417724,323909.9208,5813981.357
206071140,Carlton North - Princes Hill,2047,2.302542,889.017442,321079.492,5816016.001
206071141,Collingwood,11592,1.266526,9152.595367,322880.9111,5814236.313
206051134,St Kilda East,3084,2.413823,1277.641318,323920.1617,5807044.509
206061135,Armadale,6059,2.183959,2774.319481,325876.8988,5808231.648
206061136,Prahran - Windsor,10219,2.903925,3519.030278,323874.5521,5808622.886
206061137,South Yarra - East,12741,2.517748,5060.474678,323630.9879,5810053.01
207011146,Ashburton (Vic.),2103,2.836485,741.410584,331168.6685,5807162.143
207011147,Balwyn,4942,5.584557,884.940381,331035.8963,5813551.439
207011148,Balwyn North,3234,8.851265,365.371503,331288.8601,5815545.499
207011149,Camberwell,8596,7.290415,1179.082398,330525.5817,5810362.768
206071142,Fitzroy,14207,1.3773,10315.10927,322085.8232,5814335.68
206071143,Fitzroy North,3630,2.505583,1448.764619,322500.0639,5816228.014
206071144,Richmond (Vic.),36842,6.216042,5926.92263,324331.0526,5811957.136
206071145,Yarra - North,3206,5.208901,615.484917,325037.7578,5815642.76
207011154,Kew East,2113,4.016081,526.134807,328511.1607,5815635.021
207011155,Surrey Hills (West) - Canterbury,5718,5.701073,1002.96909,331375.0988,5811927.431
207021156,Bulleen,2709,6.670572,406.1121,331525.9498,5818104.346
207021157,Doncaster,9615,8.773868,1095.867866,334791.6708,5816400.571
207011150,Glen Iris - East,6621,5.709441,1159.658187,330384.8904,5808550.026
207011151,Hawthorn,15458,5.67492,2723.915051,326757.5726,5811843.082
207011152,Hawthorn East,10110,3.822919,2644.576043,328387.1226,5811112.659
207011153,Kew,12491,10.531032,1186.113574,326856.4494,5814170.083
207031161,Blackburn,8340,8.606741,969.007897,337420.1043,5812930.694
207031162,Blackburn South,1587,3.595755,441.353763,336909.8506,5810389.401
207031163,Box Hill,18958,7.015784,2702.192656,334968.2081,5811497.009
207031164,Box Hill North,2173,6.207595,350.055054,334734.1228,5814194.361
207021159,Templestowe,2599,16.113281,161.295518,336906.0815,5819859.974
207021160,Templestowe Lower,2997,5.939423,504.59447,333725.1136,5818705.977
207021424,Doncaster East (North),2329,6.405518,363.592765,338756.5068,5818187.923
207021425,Doncaster East (South),4074,4.769517,854.174542,337698.2733,5815716.586
208011169,Brighton (Vic.),9511,8.19933,1159.972827,323809.7948,5802478.296
208011170,Brighton East,2982,5.610582,531.495663,325632.5876,5801521.83
208011171,Cheltenham - Highett (West),5541,5.32108,1041.329956,327630.6949,5797090.06
208011172,Hampton,4066,5.687005,714.963324,325499.7577,5799241.794
207031165,Burwood,7388,5.039728,1465.952131,333973.2929,5809364.513
207031166,Burwood East,5633,4.261726,1321.764937,337282.5066,5808817.306
207031167,Surrey Hills (East) - Mont Albert,2536,3.325644,762.559071,333386.5485,5811991.305
208011168,Beaumaris,2256,5.96735,378.057262,327666.2815,5794497.998
208021178,Caulfield - South,5804,4.742906,1223.722334,326367.6786,5804398.388
208021179,Elsternwick,4666,2.861682,1630.509609,324760.1187,5804855.68
208021180,Hughesdale,1436,2.00994,714.449188,331291.5138,5803601.631
208021181,Murrumbeena,1355,2.514579,538.857598,330338.8507,5803875.977
208011173,Sandringham - Black Rock,5179,6.428247,805.662881,325805.893,5796673.802
208021174,Bentleigh - McKinnon,5747,6.224338,923.311041,327542.6196,5801304.257
208021176,Carnegie,3371,3.807173,885.43389,329058.1647,5804232.021
208021177,Caulfield - North,7133,6.416689,1111.632495,326110.8332,5806335.825
208031184,Braeside,12166,9.082411,1339.512163,335125.6443,5792740.982
208031185,Carrum - Patterson Lakes,1855,5.823462,318.539041,336777.3817,5784638.06
208031186,Chelsea - Bonbeach,2144,5.423609,395.308733,335465.4341,5786245.373
208031187,Chelsea Heights,1560,3.196117,488.092269,336275.103,5788010.071
208021182,Ormond - Glen Huntly,2520,2.936606,858.133505,327801.2994,5803431.197
208021426,Bentleigh East (North),4688,4.595724,1020.078664,330175.8782,5801875.86
208021427,Bentleigh East (South),1888,4.590411,411.292148,329969.5129,5800252.232
208031183,Aspendale Gardens - Waterways,1006,5.307337,189.548921,335246.0954,5790403.645
208031192,Moorabbin Airport,2496,3.076277,811.370367,333084.4051,5794982.291
208031193,Mordialloc - Parkdale,6181,7.967596,775.767245,332241.3015,5792906.163
208041194,Malvern - Glen Iris,10502,6.156174,1705.929689,327773.3775,5808309.387
208041195,Malvern East,10811,7.565751,1428.93944,329894.7532,5806086.93
208031188,Cheltenham - Highett (East),13590,8.738398,1555.20497,330109.5629,5796728.289
208031189,Edithvale - Aspendale,1825,5.101097,357.766182,333898.0288,5789362.414
208031190,Mentone,4959,4.449579,1114.48746,330417.5275,5794462.664
208031191,Moorabbin - Heatherton,15331,11.697807,1310.587531,331248.155,5797954.471
209011200,Ivanhoe,3848,5.050024,761.976577,327641.4523,5818007.656
209011201,Ivanhoe East - Eaglemont,1340,4.277286,313.282769,329377.0819,5818095.127
209011202,Montmorency - Briar Hill,2646,12.02681,220.008464,334300.3184,5822604.287
209011203,Viewbank - Yallambie,2719,10.239147,265.549464,331533.9527,5822285.305
209011196,Bundoora - East,2117,4.074097,519.624349,329705.2352,5825845.126
209011197,Greensborough,6160,10.098128,610.014054,333725.6568,5825784.528
209011198,Heidelberg - Rosanna,13566,6.371469,2129.179315,329929.2481,5820643.795
209011199,Heidelberg West,6684,6.692142,998.783349,327874.4913,5820903.271
209021428,Preston - East,16922,7.746032,2184.602387,325194.5167,5820872.772
209021429,Preston - West,2039,3.567416,571.562162,322902.339,5821136.584
209031209,Eltham,6211,19.486857,318.727643,337541.5271,5824239.03
,,,,,320269.606,5812758.546
