ID,EMP,AREA_KM,EMP_DENS,X,Y
522,1552,2.838615,546.745457,146453.3208,229791.4519
523,1018,3.910164,260.347132,338531.3683,606888.5333
524,4485,27.348013,163.997286,282292.4019,555784.5479
525,352,2.089428,168.467155,327173.8302,567021.8673
526,15608,4.258878,3664.815059,331663.7113,583593.3132
527,1143,5.012747,228.01867,318930.2333,611353.646
528,603,0.352784,1709.26316,353138.1126,585165.3035
529,743,0.604734,1228.639853,355684.6553,573067.4108
530,232,7.903135,29.355441,315704.758,380327.1256
531,2123,80.069203,26.514564,166722.0786,607802.4432
532,2176,2.340667,929.649634,309369.8112,563081.9318
533,7483,3.460211,2162.585121,342208.1017,633563.273
534,1696,38.336478,44.239849,332300.8542,643035.4234
535,14349,8.848317,1621.664323,334407.1622,610717.4257
536,509,5.153922,98.759742,160634.1753,197774.9867
537,2074,56.307356,36.833553,226435.1653,324147.871
538,5300,27.759149,190.92804,248016.7044,351245.8197
539,1866,72.808411,25.628907,240979.1428,495401.0428
540,700,45.883387,15.256066,287087.6916,221601.6572
541,2248,108.216193,20.773231,164868.666,475234.9207
542,4310,4.210482,1023.635862,333616.0816,632584.7571
543,365,47.556413,7.675095,202246.2355,513700.3215
544,9421,3.335187,2824.728976,316258.3781,598439.7402
545,2712,3.350068,809.535832,322105.7006,606627.8963
546,1853,1.308216,1416.432359,349773.0609,590242.3024
547,197,26.341683,7.478641,270145.9202,339962.8193
548,1106,1.451883,761.769115,328193.0832,587755.9306
549,1614,2.289803,704.864172,318216.8777,563862.782
550,2773,1.04489,2653.86798,324379.1426,579864.7396
551,204,1.006099,202.76336,323841.3192,567731.0607
552,1620,1.549135,1045.744939,363890.3521,544749.0835
553,3444,8.354223,412.246586,315660.4288,630789.7085
554,2433,16.166563,150.495813,323497.4644,645611.8643
555,1852,54.517665,33.97064,281490.8524,220881.5565
556,189,4.357809,43.370418,307636.8129,529933.0428
557,2030,4.371605,464.360356,160448.575,237555.9984
558,2067,4.202858,491.808149,142470.2145,251028.6305
559,2596,68.193327,38.068241,200053.6852,383611.7674
560,459,45.781813,10.025815,292806.6908,633597.1421
561,1933,54.929649,35.190467,304287.5119,387476.9104
562,1058,0.880866,1201.090608,340169.6754,593930.5612
563,1941,2.00083,970.097271,325527.7477,606616.0278
564,216,1.192923,181.067777,314944.7073,590122.3892
565,1989,10.194746,195.100492,308698.9807,592884.2674
566,2804,2.629505,1066.360267,341928.9389,605933.7602
567,1709,1.065404,1604.086178,321718.9428,582167.843
568,566,1.241167,456.022289,330478.3835,564353.6945
569,447,1.458799,306.416365,327715.0346,567720.9966
570,1437,1.177838,1220.031819,324537.912,585669.9318
571,1280,1.845683,693.510183,166849.0956,209268.7636
572,3278,0.543976,6026.000106,357930.8908,575830.8521
573,239,3.430172,69.675815,324831.5407,636031.9943
574,587,0.391087,1500.942898,352282.4616,588339.9834
575,399,1.363322,292.667485,316542.2336,583658.5446
576,4227,2.213881,1909.31673,317506.3362,584969.0228
577,773,5.020873,153.957287,327902.4299,611865.9548
578,34,2.6099,13.027319,342104.3904,635866.3832
579,2444,18.287209,133.645322,173354.3144,205886.1527
580,864,2.341457,369.000985,155584.2506,225676.7614
581,3507,4.105274,854.267021,302689.0368,620194.1903
582,101,0.871368,115.909649,301475.0089,612274.665
583,1322,1.832768,721.313426,303314.6733,631780.0464
584,8888,2.066244,4301.525818,326444.9708,598668.0129
585,241,0.661215,364.480557,339280.6526,594122.2966
586,3353,4.316155,776.848823,319549.4741,601587.8633
587,29524,25.792499,1144.673876,203220.0798,466627.7324
588,306,0.867692,352.659722,321618.2443,585509.0927
589,368,2.263569,162.575105,318091.526,562442.5133
590,292,19.219474,15.192923,365815.6322,529824.341
591,3754,0.620802,6047.016727,356403.8067,582835.5868
592,28140,0.283441,99279.86336,358681.7112,580417.36
593,1067,1.682517,634.169114,309976.2896,568274.4467
594,1175,7.574363,155.128554,319742.7827,630143.1197
595,238,9.71206,24.505615,135378.2166,252512.8603
596,1254,27.111888,46.252774,336577.3911,294460.5829
597,810,78.209152,10.356844,254638.1422,388607.5858
598,510,37.045965,13.766682,238675.5511,390341.5621
599,691,51.645529,13.379667,282874.9049,229391.4015
600,225,2.790021,80.644543,322049.0396,612469.9752
601,6202,5.269926,1176.866648,335773.936,630034.0806
602,2375,43.928033,54.065703,217044.5128,522776.3856
603,9259,5.727492,1616.588795,348273.9276,556270.1818
604,74,0.515166,143.643119,346780.0195,578336.6736
605,4419,2.219829,1990.693655,334458.1347,580266.0856
606,1217,1.140985,1066.622397,329407.4224,567760.0359
607,1996,0.75852,2631.441089,356729.4207,573114.9095
608,285,1.401227,203.393149,316647.6473,551213.7549
609,1891,67.546499,27.995529,197536.4394,298720.0057
610,1022,2.195435,465.511288,318951.1939,578951.2436
611,4488,7.572172,592.696558,338485.594,623878.1162
612,1503,2.011345,747.261059,149293.6716,243760.3145
613,3677,6.274203,586.050515,93295.30351,370703.2189
614,971,2.890332,335.947588,300886.9981,614368.3198
615,3907,4.484149,871.291368,332474.1493,621795.2774
616,807,76.559175,10.540866,187514.7825,538517.9438
617,435,0.848473,512.685723,147063.8201,244363.6208
618,1553,45.716679,33.970096,238875.4118,451812.5283
619,261,1.107318,235.704704,320808.4155,575190.3116
620,1862,1.74595,1066.468296,333607.6861,582955.0601
621,4333,1.794067,2415.182902,330755.7458,578081.736
622,564,7.467927,75.522963,297930.5937,573318.6045
623,1119,26.552316,42.143216,238259.3749,182459.8608
624,916,6.340953,144.457784,111625.6437,531895.7959
625,2869,4.135846,693.691229,353480.6583,538788.2859
626,1297,1.534124,845.43388,344225.8172,547148.3463
627,963,8.789716,109.55986,249753.8528,192459.6034
628,377,49.084301,7.680664,174799.7246,447458.7497
629,483,59.561955,8.109203,199444.2337,225361.6932
630,3746,2.254461,1661.594567,114625.0393,540365.4364
631,2880,74.466562,38.675077,287712.8608,547050.2802
632,6645,17.928984,370.628919,298048.8448,554502.4032
633,724,1.129918,640.754366,319619.9254,575248.4559
634,2049,1.61785,1266.495927,331503.4344,564038.3771
635,4102,3.000273,1367.208957,336963.5735,577170.1543
636,2659,12.714073,209.138324,290745.2411,567943.0221
637,956,47.02179,20.331,123591.1931,298512.3756
638,2315,2.279466,1015.588685,242253.334,424048.0481
639,33872,0.374782,90377.86841,357351.5899,578909.8834
640,2334,3.837059,608.278351,350421.4075,538229.7326
641,63,2.620678,24.039576,315012.8327,646588.979
642,613,4.351772,140.862154,344379.0432,610853.4755
643,638,2.754336,231.634759,339365.2575,636841.8428
644,6806,13.283332,512.371443,331495.5627,627458.5517
645,612,34.020718,17.989039,249109.6538,325289.0094
646,485,13.980057,34.692276,274049.1794,521044.3654
647,1003,61.50288,16.308179,141039.9838,521532.2562
648,545,75.711091,7.198417,145202.8475,624704.8675
649,1638,66.962693,24.461382,172967.9765,432938.1452
650,4251,50.459081,84.246481,232722.1272,538927.5399
651,293,5.220053,56.129698,318504.3786,637038.1257
652,433,19.34158,22.387002,248051.6345,642904.4442
653,579,57.323566,10.100558,324724.2789,222495.6549
654,1425,4.918701,289.710628,148855.8473,247576.5886
655,722,40.432921,17.856736,343764.1541,257955.0493
656,492,4.694526,104.802909,335986.3909,550031.1654
657,1032,1.341575,769.245099,320500.3272,586156.6722
658,3601,18.357823,196.156162,215225.6602,242664.2884
659,2075,0.443671,4676.883954,358294.2697,577987.2708
660,186,19.596756,9.491367,269507.477,419655.4982
661,2152,1.673552,1285.887699,311634.3914,564506.9808
662,1586,3.408551,465.30033,316237.04,620002.4887
663,12780,37.185017,343.686816,225029.4633,495347.5384
664,2111,3.109729,678.837368,159288.8394,206427.4094
665,4197,2.665856,1574.35341,297682.3231,564730.4963
666,2520,15.570437,161.845165,332411.7358,296130.6473
667,4953,119.227436,41.542452,285062.5687,617963.4379
668,1981,9.853095,201.053567,362978.2647,557031.5421
669,237,1.477407,160.416203,323297.7726,594608.2189
670,2776,0.82473,3365.948837,355880.3975,587962.6493
671,207,1.945853,106.380068,316045.4446,562721.8594
672,624,1.849675,337.356564,325845.9422,565225.3366
673,123,2.152247,57.149564,319914.6651,572487.1296
674,3209,2.453811,1307.761632,305226.8037,606366.8361
675,1983,57.370513,34.564795,187464.1205,403817.4315
676,7768,30.769697,252.456172,229663.9796,374101.7643
677,4287,48.541255,88.316629,190549.6707,423490.8413
678,861,17.997612,47.839679,311828.0146,516638.799
679,309,1.125665,274.504441,347414.7637,536274.9015
680,4298,8.680283,495.145121,338397.8449,545752.2211
681,693,77.497041,8.942277,67518.20946,410177.1843
682,7400,9.167107,807.233934,303733.3347,615645.1784
683,1145,12.476947,91.769242,307421.3136,622508.1291
684,193,0.457208,422.127738,355496.9518,554021.7952
685,4248,4.213312,1008.232917,338461.9332,605096.0039
686,2236,1.539583,1452.341616,319777.2749,599172.3113
687,1683,1.932846,870.736568,328235.271,585657.1201
688,207,0.839951,246.442903,298208.7311,567036.5023
689,38,0.308119,123.329019,315131.4039,587637.1337
690,2119,73.245401,28.930144,287028.2862,482119.2468
691,642,4.841581,132.601301,145799.5936,221801.7089
692,758,2.17612,348.326346,145074.4872,214569.7632
693,543,22.766868,23.850448,255153.6784,185754.5942
694,269,58.118088,4.628507,285892.0621,243425.0758
695,6402,5.094501,1256.649022,341481.8702,604077.4615
696,2680,8.427426,318.009327,316815.3671,604360.2062
697,3227,44.391002,72.694913,285092.9931,604029.7878
698,4252,7.519804,565.440305,302646.6708,569806.4897
699,8141,23.828545,341.649059,348612.167,528288.7138
700,2828,0.670865,4215.45149,352446.6866,585978.0279
701,2600,6.7779,383.59966,308996.6195,540893.3142
702,1670,6.134638,272.224717,312282.6947,632158.0486
703,12664,3.807752,3325.846669,332845.2686,613279.1328
704,5382,62.120563,86.637979,252253.4085,524995.4767
705,3640,11.823192,307.869486,305103.6489,622677.9457
706,1736,55.995229,31.002641,217027.2772,625931.934
707,3610,3.212138,1123.862121,343690.2956,602682.2165
708,883,28.803489,30.656009,292100.0496,587405.1155
709,2668,1.622179,1644.701048,331883.0137,587114.3015
710,63,0.734942,85.721033,315194.3661,583559.3062
711,693,1.371696,505.213846,316176.7662,566134.7382
712,1730,4.880183,354.494928,300125.2395,607579.8808
713,15059,14.708401,1023.836646,300595.0229,601474.0486
714,6293,19.727332,318.999044,205768.5493,441810.9755
715,2237,11.738641,190.567197,225311.4139,223319.954
716,3210,66.475529,48.288446,238749.1941,456853.2509
717,1578,13.167386,119.841552,251173.6059,182802.6545
718,2005,4.281677,468.274429,305499.1049,617687.4627
719,2193,3.602378,608.764593,341423.8157,555020.9149
720,3247,2.610475,1243.835103,350583.8456,573473.8369
721,7524,21.083823,356.861278,348105.4998,431353.3174
722,197,4.730453,41.645058,306381.6912,608219.3117
723,1157,1.635522,707.419245,331842.6726,582095.9337
724,677,1.510975,448.054966,316317.9929,589307.6108
725,67450,0.736095,91632.25439,359093.8964,579547.8798
726,2163,3.656267,591.586968,328180.4972,622848.8555
727,1979,28.749647,68.835628,128650.4691,269123.6561
728,1437,1.542688,931.491266,157130.7978,207309.5887
729,1222,2.495286,489.723488,299224.1825,612325.4877
730,1393,2.007432,693.921432,330795.3025,610397.6024
731,3967,6.772501,585.751144,103854.7918,314177.7067
732,2970,2.475428,1199.792424,332864.8072,606978.8626
733,502,1.59577,314.581578,317796.7693,598456.0016
734,546,76.766658,7.112463,159054.817,422568.3171
735,794,1.641214,483.788102,316059.2403,596027.7976
736,1264,3.220962,392.429351,311461.5782,592544.0333
737,3138,4.027249,779.192028,306618.5995,603083.1087
738,790,19.832814,39.832975,332777.257,545567.2987
739,4045,0.636488,6355.184355,355383.4349,573890.2397
740,1398,3.787995,369.060634,198380.2246,447494.0051
741,692,2.680934,258.118954,115040.3075,535884.312
742,310,3.21733,96.353177,309359.8521,543707.472
743,2066,2.279678,906.268332,331945.3466,614929.4525
744,5965,7.625761,782.217045,316209.8288,611265.5124
745,1173,2.066867,567.525623,338041.644,627837.0086
746,450,6.904827,65.171795,309423.0436,625997.1072
747,1484,1.247941,1189.158432,318767.8497,598169.1822
748,2264,6.548974,345.70298,163402.5771,428492.6674
749,1036,40.900127,25.329995,215577.2309,433650.0932
750,2281,3.174577,718.520989,318229.2657,552904.7903
751,13490,1.3116,10285.14421,357285.461,577735.6818
752,4089,19.006612,215.135662,245492.1867,521016.4173
753,80,3.379041,23.675353,366231.5027,535421.8948
754,440,40.366971,10.9,278679.6236,185965.1523
755,928,12.289539,75.511375,312779.995,624971.5985
756,399,1.566003,254.788719,144471.5866,249088.5603
757,2959,2.000063,1479.453548,321781.1925,595994.6896
758,199,0.947313,210.067742,327323.3974,580290.7984
759,905,1.501335,602.796816,299481.639,568591.4702
760,1627,50.082331,32.486507,235970.2666,232187.358
761,1968,12.104781,162.580382,129174.1446,348278.4401
762,2328,2.200872,1057.762327,347673.9346,602581.2445
763,1100,1.466609,750.029378,111452.3327,537527.0103
764,1999,2.119642,943.083652,358776.337,534844.1598
765,2737,6.521672,419.677644,364675.4362,537388.2623
766,415,2.871261,144.535818,160093.5398,211197.4144
767,16945,9.736943,1740.279319,225666.9048,436616.1787
768,2461,2.171306,1133.4192,140476.6361,250658.557
769,2938,95.489391,30.767816,176692.3262,463607.5911
770,3941,47.390318,83.160447,191140.8405,578712.8564
771,450,2.744107,163.987763,309499.6445,615652.9873
772,3299,2.071918,1592.244832,365622.3804,546374.7765
773,14718,4.844258,3038.23623,338933.0479,608367.4994
774,8141,3.415597,2383.477724,325890.0637,603160.6758
775,1304,1.408853,925.575713,321895.3109,589632.7864
776,4240,2.22112,1908.94682,335799.8249,571348.6405
777,255,1.074622,237.292766,327533.2603,577431.3362
778,631,1.258475,501.400376,333493.5781,585475.5849
779,526,2.887821,182.144234,151814.4102,219578.3955
780,1672,106.829289,15.651139,167581.2686,346612.0002
781,7356,13.754905,534.791046,115526.404,533234.6344
782,7419,3.632376,2042.464866,342783.5832,613266.2192
783,1191,6.407386,185.87922,308986.2392,617560.212
784,932,12.568066,74.156199,309351.1943,611581.7478
785,1754,17.412662,100.731296,229874.4768,564646.3539
786,518,8.010146,64.667982,312667.7012,616915.6448
787,39232,22.606012,1735.467531,300900.665,589213.563
788,1010,1.997312,505.679591,331242.3844,601386.5718
789,1880,1.916996,980.70129,333392.9174,586872.6725
790,2103,2.374256,885.751291,311554.7004,568167.4778
791,637,1.269611,501.728677,297115.676,566692.5785
792,4362,114.519174,38.089691,282761.9561,576085.9557
793,751,13.21168,56.843643,271700.7359,396169.8364
794,3430,13.156783,260.702019,243301.3906,644796.7605
795,59273,9.792739,6052.749719,323182.1606,598040.5423
796,282,1.614863,174.62786,317046.7818,596080.8711
797,707,38.785294,18.228559,200700.4575,343521.6477
798,1080,3.850368,280.492695,348056.7351,542076.0003
799,3190,2.949748,1081.448471,350404.3015,536923.7659
800,1664,68.946387,24.134695,266033.7819,419793.9424
801,5474,36.258595,150.971102,231146.9866,373621.8349
802,3244,50.308846,64.481702,212989.9145,207512.7263
803,1531,6.40658,238.973066,303146.2449,612340.9208
804,3536,2.370453,1491.697777,333238.5468,594708.3123
805,3178,1.579421,2012.129914,320307.2849,596458.6737
806,747,1.483445,503.557666,333186.3278,603129.2216
807,301,0.874048,344.374801,328034.5596,579149.4877
808,3193,73.722289,43.311189,137379.085,338711.6963
809,2156,3.272964,658.730163,333908.9808,634269.3541
810,1035,22.82423,45.346546,296536.7723,390872.0788
811,4779,11.407358,418.94014,325741.8683,631706.9479
812,2997,1.092032,2744.426205,140384.5168,248237.3905
813,986,1.61131,611.924387,145065.5475,228493.6432
814,10911,8.599009,1268.867171,328882.5451,593477.9784
815,890,0.419578,2121.17641,362280.4227,569218.7928
816,450,0.864093,520.777048,333223.1184,605159.3957
817,5562,12.440016,447.105534,298727.7408,522776.2414
818,2084,2.448806,851.027129,341607.9835,576610.602
819,3113,10.034614,310.226176,305702.2924,601031.3606
820,1945,2.467526,788.238914,340887.0283,546854.2035
821,664,1.047851,633.677719,143942.8548,247484.4223
822,628,2.332569,269.231033,329796.5589,611807.5605
823,1303,5.274344,247.044925,227841.731,521713.9839
824,1907,2.618387,728.310947,266243.2233,408291.3666
825,134,1.270107,105.502955,326490.8639,605230.1035
826,698,0.920667,758.1459,322957.059,559014.8507
827,5816,0.123717,47010.59532,358461.3002,580325.7199
828,2314,1.919819,1205.321842,324663.4206,566015.1354
829,2322,6.076421,382.132867,297245.3668,189374.2019
830,143,1.662458,86.01723,297727.268,616642
831,589,6.76089,87.118709,324151.4976,620646.9473
832,998,91.625393,10.892177,98527.25868,322900.5418
833,588,1.473059,399.169286,330584.5704,565474.6998
834,310,5.947113,52.126134,330904.9955,550163.033
835,1512,0.669279,2259.147609,347805.1772,560996.0373
836,1077,1.090112,987.971797,343151.9089,571868.98
837,631,0.750645,840.610597,342490.7367,582998.4565
838,384,0.187724,2045.554433,350724.1877,584936.2027
839,804,6.553141,122.689248,319727.3026,605465.3598
840,1156,0.20647,5598.868844,345121.1426,575917.3471
841,800,0.306587,2609.375867,358491.8834,576865.0853
842,4588,3.759109,1220.501903,350995.6138,554666.7476
843,457,0.241021,1896.099655,348253.8897,584220.1455
844,1180,0.747032,1579.584787,338738.3501,572996.3536
845,18337,1.039771,17635.60852,356134.2175,579567.8519
846,33160,18.489353,1793.464555,264208.4095,458083.4257
847,294,0.164234,1790.132398,348660.6341,570531.9293
848,12224,4.368352,2798.309425,331939.3423,593087.5572
849,225,0.444035,506.716941,150960.4,209955.2127
850,1724,6.669837,258.477094,349929.8413,260724.6349
851,2805,0.283127,9907.200781,360003.1883,580316.9421
852,238,0.082842,2872.950686,356900.1937,586386.9673
853,718,0.229518,3128.297698,345455.9375,576193.5199
854,399,0.133704,2984.212475,355579.5817,577827.9358
855,8274,3.072212,2693.173886,335813.1317,574571.8481
856,1754,0.162512,10793.04979,351087.4938,580439.6944
857,828,0.199204,4156.537659,358588.1247,582052.3582
858,3380,3.040491,1111.662704,258964.0533,304550.4206
859,617,1.466482,420.734654,238377.2543,627918.7037
860,1251,1.691307,739.664799,329051.8296,608882.069
861,3679,4.857148,757.440348,335581.5344,576735.251
862,1089,3.374889,322.677313,341578.2604,620457.2382
863,2586,2.210365,1169.942345,313109.9035,591387.9987
864,319,0.136822,2331.501968,361017.8014,569912.1612
865,296,0.395258,748.878793,361587.1988,549540.9458
866,875,0.781474,1119.678575,307313.6053,604569.41
867,2828,2.047222,1381.384047,338061.131,567991.9726
868,6102,1.85288,3293.251613,338087.0908,592509.1621
869,3186,34.600955,92.078385,162993.9485,392984.2932
870,450,0.616353,730.100849,342486.5693,597187.3855
871,590,0.860566,685.59496,347471.9865,563188.1614
872,1640,21.656933,75.726327,270487.333,608226.9433
873,2867,6.971763,411.2303,247289.9826,629320.2233
874,740,0.33522,2207.505054,351465.3837,586796.5816
875,5105,0.323271,15791.68113,341286.8556,631125.0766
876,907,0.413942,2191.12811,351325.0683,561414.0855
877,630,17.921085,35.154121,200092.2455,458878.9973
878,842,0.423325,1989.013194,346780.9966,569480.8429
879,596,4.234888,140.735725,307055.4527,560163.3645
880,743,0.32735,2269.743211,344996.3374,568850.1485
881,1227,3.621256,338.832758,331814.8091,603334.4527
882,1989,3.915667,507.959448,183339.1148,512402.8893
883,419,2.172939,192.826356,313550.0637,543169.5664
884,2931,3.480893,842.025231,314626.3572,545547.7629
885,770,5.726707,134.457734,302515.1948,606756.3006
886,537,0.185031,2902.218019,357694.4172,581428.1438
887,2100,0.630116,3332.719053,319855.0805,577727.7656
888,20054,19.441166,1031.522486,166580.3054,406869.058
889,44,0.092281,476.804543,357000.782,563349.9626
890,1189,3.678342,323.243501,292085.5726,627700.3042
891,2038,0.783099,2602.479962,336811.4124,596403.8371
892,72,0.897856,80.191061,326064.3336,608617.5214
893,59,0.033463,1763.128111,359019.132,571250.1623
894,811,2.275077,356.471463,349078.4908,551022.9675
895,327,0.215444,1517.79358,352674.3784,568933.8465
896,5256,3.387343,1551.658568,234129.4327,520032.9966
897,438,0.75911,576.991345,365202.2623,560243.8321
898,2759,2.511582,1098.510744,320435.7725,613219.8206
899,296,0.978495,302.505302,346110.1455,563411.2317
900,553,0.303736,1820.660072,349726.9801,582893.4502
901,792,3.96289,199.854171,303885.3848,377615.678
902,5211,43.074538,120.976342,291386.8196,331221.7814
903,1422,97.34609,14.607675,297287.9851,540339.5493
904,104,0.959186,108.425279,295013.5211,613237.4131
905,394,0.184831,2131.675115,353514.233,577870.166
906,906,0.156168,5801.454579,356944.7018,585071.1159
907,1962,1.975729,993.050941,332143.4793,600157.4131
908,602,44.780332,13.443402,275454.529,289805.5588
909,2959,2.642797,1119.647208,299641.2166,570103.7431
910,1512,0.660378,2289.597506,366563.677,550733.5611
911,1009,0.189797,5316.208986,344662.2121,574278.8793
912,226,2.048256,110.337782,312979.9415,559077.9277
913,1052,1.2769,823.870079,322763.5212,228590.3232
914,220,0.106047,2074.554987,360124.5167,564543.2232
915,754,8.805464,85.628649,330887.8566,553543.9398
916,22774,0.416125,54728.68689,360913.0387,569159.1786
917,366,0.104906,3488.847621,356010.6105,591345.6986
918,6300,4.235732,1487.346341,343690.788,560923.7764
919,120,0.356655,336.459577,345856.7877,581387.7574
920,1272,0.937497,1356.804464,366500.977,543890.6178
921,3330,2.523441,1319.626698,351196.2906,258892.0975
922,962,2.149505,447.544968,347986.5531,604763.1646
923,859,1.180098,727.905523,335726.3704,596413.3442
924,381,0.25783,1477.718561,359015.5662,551739.1044
925,1340,0.863091,1552.559008,302466.5864,566262.1151
926,1307,0.725849,1800.649606,144833.2878,230170.9238
927,1066,0.326525,3264.677969,350399.3918,584397.9432
928,1057,1.371598,770.634189,340357.1935,601059.2478
929,5256,4.222001,1244.907289,300875.5032,579786.9121
930,6045,1.801642,3355.27331,327989.9739,600346.4157
931,1600,14.526751,110.141626,172458.4284,470236.4695
932,2144,0.822805,2605.719395,347387.1659,573170.2364
933,1364,2.722236,501.05875,341804.5624,560172.4697
934,1655,54.635743,30.291526,362971.1695,520076.2138
935,2351,0.999333,2352.569491,348014.0682,595900.6469
936,937,0.272164,3442.774054,326917.5089,608741.1052
937,899,0.271268,3314.06303,352979.6806,583501.6023
938,4397,2.778835,1582.317622,330789.4799,619537.2013
939,568,0.73519,772.589066,333193.7568,578229.0701
940,2348,1.791017,1310.987057,342406.2738,642149.9473
941,443,29.300714,15.119086,270564.2027,304415.7819
942,6245,3.021038,2067.170334,345274.3681,595889.2323
943,629,0.162089,3880.592313,350664.4439,585341.3704
944,6525,4.467381,1460.587411,339258.8238,602150.3979
945,1718,1.835587,935.940463,344580.2736,597754.8714
946,2183,2.740881,796.459323,352530.3745,547049.7825
947,16751,4.195738,3992.384266,339279.2688,540991.2631
948,1864,5.589228,333.49865,180294.1941,513500.9745
949,128,0.915682,139.78657,360597.1822,553281.8464
950,131,0.576248,227.332828,302563.8641,563949.3583
951,7717,7.290899,1058.442869,242952.7822,488807.4034
952,802,1.554331,515.977598,300699.13,581238.2054
953,288,0.105577,2727.87952,351986.1467,576817.1068
954,620,0.563022,1101.199872,316948.9001,541125.4911
955,4005,3.851069,1039.971085,335922.6806,635381.3559
956,841,1.450745,579.702192,354449.2725,534986.4162
957,5103,30.501032,167.305813,291704.6719,557360.9668
958,1733,0.740777,2339.434966,344539.6561,583917.2242
959,85,0.374542,226.943902,321986.3473,541230.8523
960,1561,2.854417,546.871809,343213.9154,610600.864
961,982,1.859555,528.08337,343011.1338,545643.6115
962,1014,0.237615,4267.402398,355448.3573,581208.7837
963,1790,0.718294,2492.014785,346522.08,560895.8204
964,3340,2.372626,1407.722997,338184.5901,586779.7077
965,202,0.104599,1931.180343,351482.9837,584058.4345
966,2182,2.618968,833.152752,346071.4606,549543.9655
967,221,0.168015,1315.360565,351495.5299,587778.3478
968,634,0.153834,4121.331803,350784.5087,581019.975
969,2337,1.202567,1943.342691,333163.5904,598819.0659
970,694,1.916217,362.171961,365742.6167,552106.5799
971,1395,3.122314,446.784027,243998.8118,628696.6256
972,3040,0.746752,4070.960829,301776.2443,582311.6974
973,464,1.000505,463.765913,323568.8885,540329.5496
974,1273,1.629651,781.149022,332567.4777,578568.1964
975,1448,0.264127,5482.212317,355333.9992,585212.3744
976,1213,0.714033,1698.80166,350698.0597,553428.8876
977,477,0.291507,1636.325219,354113.97,573570.5422
978,1846,0.232148,7951.821041,356590.211,583631.9905
979,932,0.566526,1645.115438,349619.246,581854.7182
980,936,0.342033,2736.580473,348665.2591,579403.7647
981,20,0.036856,542.659749,354952.4432,567150.9038
982,392,0.254996,1537.281545,348224.8053,586692.8639
983,12471,9.178159,1358.769202,342956.6945,541911.2864
984,461,0.48525,950.02565,346889.5362,595832.7206
985,189,0.097535,1937.756315,360619.8637,569913.047
986,1209,3.644655,331.718676,303910.3452,572770.1619
987,91,0.17492,520.238782,345904.5402,584273.4496
988,202,1.37089,147.349582,324428.4752,638614.1991
989,2136,2.954913,722.863987,336748.5663,541788.0353
990,1955,0.634648,3080.446101,349459.8839,558414.0644
991,2405,9.966084,241.318452,294155.6605,611388.1308
992,5370,1.331304,4033.638936,155698.2512,206014.6898
993,434,0.293473,1478.84105,347413.6163,585063.1715
994,1197,0.164517,7275.834432,351373.2074,588977.5751
995,4526,5.724227,790.674511,105097.7,475303.5095
996,1087,4.475136,242.89765,238771.4555,513896.0556
997,674,3.125756,215.627834,240293.0525,420428.6163
998,1697,17.732414,95.70045,305200.1382,636652.9242
999,6125,24.448046,250.531273,343515.7578,508811.2534
1000,49,0.074633,656.549633,359484.4541,569244.6428
1001,519,2.610195,198.835752,308630.1117,598782.0657
1002,726,1.992398,364.38507,345423.9019,601707.7921
1003,1066,0.574079,1856.886263,361822.5631,550829.4853
1004,2613,13.512063,193.382754,189712.3427,401787.2076
1005,6340,4.884687,1297.933782,301863.702,618027.4291
1006,662,12.669239,52.252546,238118.2826,427057.7984
1007,522,1.235322,422.561826,332746.1492,569658.3947
1008,689,27.897994,24.697116,294526.2224,288350.3569
1009,1140,1.133403,1005.820091,342103.9828,588074.9391
1010,1816,2.827495,642.264568,276454.7342,324788.5309
1011,2038,1.237763,1646.519368,343227.6157,595568.8224
1012,2190,0.559546,3913.885914,349061.6316,575660.7629
1013,994,1.205239,824.732573,349598.9913,596440.8699
1014,779,4.725801,164.839783,324855.5556,623517.6048
1015,1031,1.954011,527.63271,345684.4207,544062.1919
1016,1034,2.636664,392.162165,241541.512,625771.2277
1017,4091,1.858458,2201.287753,338398.1504,596309.8011
1018,698,75.790325,9.209619,223102.9897,642352.8501
1019,5960,12.997946,458.533997,356769.1455,329439.9414
1020,1753,0.233116,7519.872462,353050.4998,592450.2764
1021,931,0.392304,2373.160176,342924.9773,583954.6467
1022,1204,1.037393,1160.601581,351101.3179,600625.7193
1023,157,0.338103,464.355287,343326.4286,584557.0223
1024,2696,10.712841,251.66059,361165.9068,536206.6441
1025,815,8.169841,99.75714,202820.8077,446148.7668
1026,12501,1.035014,12078.09865,340478.4757,590362.2074
1027,93,0.750199,123.967093,327253.0018,579097.4037
1028,622,0.232102,2679.853713,353348.4168,580468.8417
1029,746,0.182331,4091.456351,353256.9858,582966.0495
1030,113,0.039552,2857.01717,352709.2646,567799.6052
1031,9210,0.949875,9696.014441,340416.6224,576444.7424
1032,15059,6.562719,2294.628159,191186.8746,411200.4248
1033,361,0.61383,588.110876,315010.2692,591266.6532
1034,3214,5.90856,543.956594,247925.1243,420718.7081
1035,2890,2.550337,1133.183633,326564.0215,624223.5917
1036,1305,0.404413,3226.900165,348903.5185,582004.2818
1037,3267,3.362089,971.717322,334600.2068,608473.5532
1038,561,1.578192,355.470158,329824.4651,608029.0481
1039,3591,0.397106,9042.9202,353037.6418,589305.2076
1040,211,36.717704,5.746547,99202.32136,477137.6718
